 Z=  99 A= 227  Es beta2= 0.01 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
  13.400   6.351110E-08   5.413734E-09   2.077043E-10   2.789162E-12  -7.347200E-13   3.894792E-08   4.689793E-09   2.178433E-10  -4.875196E-12   1.118582E-12
  13.500   4.554035E-08   4.034907E-09   1.593240E-10   2.359543E-12  -5.314892E-13   2.814369E-08   3.490682E-09   1.662377E-10  -3.003382E-12   8.046211E-13
  13.600   3.243221E-08   2.983268E-09   1.211928E-10   1.958427E-12  -3.804780E-13   2.019137E-08   2.577703E-09   1.258363E-10  -1.767741E-12   5.762224E-13
  13.700   2.294021E-08   2.188311E-09   9.142637E-11   1.598106E-12  -2.695578E-13   1.438312E-08   1.888649E-09   9.449284E-11  -9.726651E-13   4.108289E-13
  13.800   1.611640E-08   1.592644E-09   6.840738E-11   1.284133E-12  -1.890001E-13   1.017322E-08   1.373083E-09   7.039394E-11  -4.770783E-13   2.916092E-13
  13.900   1.124600E-08   1.150157E-09   5.077011E-11   1.017329E-12  -1.311399E-13   7.144931E-09   9.906045E-10   5.202854E-11  -1.808287E-13   2.060671E-13
  14.000   7.794696E-09   8.242486E-10   3.737857E-11   7.954184E-13  -9.003668E-14   4.982987E-09   7.092394E-10   3.815442E-11  -1.401369E-14   1.449708E-13
  14.100   5.366397E-09   5.862143E-10   2.730120E-11   6.142818E-13  -6.115542E-14   3.451051E-09   5.039709E-10   2.776337E-11   7.125622E-14   1.015345E-13
  14.200   3.669964E-09   4.137946E-10   1.978425E-11   4.688920E-13  -4.108349E-14   2.373566E-09   3.554420E-10   2.004706E-11   1.071116E-13   7.079535E-14
  14.300   2.493154E-09   2.899184E-10   1.422556E-11   3.539642E-13  -2.728741E-14   1.621281E-09   2.488357E-10   1.436507E-11   1.145956E-13   4.914154E-14
  14.400   1.682513E-09   2.016327E-10   1.014996E-11   2.643859E-13  -1.791090E-14   1.099869E-09   1.729286E-10   1.021575E-11   1.070960E-13   3.395784E-14
  14.500   1.127985E-09   1.392102E-10   7.186802E-12   1.954750E-13  -1.161096E-14   7.410856E-10   1.193055E-10   7.210508E-12   9.282430E-14   2.335994E-14
  14.600   7.512740E-10   9.541921E-11   5.050276E-12   1.431117E-13  -7.427981E-15   4.959741E-10   8.171868E-11   5.051505E-12   7.657410E-14   1.599686E-14
  14.700   4.971154E-10   6.493579E-11   3.522354E-12   1.037835E-13  -4.684618E-15   3.297097E-10   5.557471E-11   3.512868E-12   6.094472E-14   1.090484E-14
  14.800   3.268092E-10   4.387771E-11   2.438480E-12   7.457128E-14  -2.908577E-15   2.177232E-10   3.752796E-11   2.425018E-12   4.717497E-14   7.399685E-15
  14.900   2.134635E-10   2.944031E-11   1.675723E-12   5.310229E-14  -1.774525E-15   1.428225E-10   2.516405E-11   1.661904E-12   3.569795E-14   4.998080E-15
  15.000   1.385351E-10   1.961578E-11   1.143170E-12   3.748431E-14  -1.061107E-15   9.307323E-11   1.675635E-11   1.130734E-12   2.650032E-14   3.360269E-15
  15.100   8.933393E-11   1.297953E-11   7.742339E-13   2.623416E-14  -6.195928E-16   6.025698E-11   1.108092E-11   7.638411E-13   1.934716E-14   2.248584E-15
  15.200   5.724110E-11   8.529570E-12   5.206106E-13   1.820725E-14  -3.513318E-16   3.875802E-11   7.277700E-12   5.123398E-13   1.391682E-14   1.497580E-15
