 Z= 101 A= 227  Md beta2= 0.01 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
  11.700   6.395841E-06   9.396546E-08  -1.352552E-09  -4.902270E-11  -8.749328E-11   4.084844E-06   2.018632E-07  -2.854943E-08   1.376047E-09   2.454055E-10
  11.800   5.154783E-06   8.378212E-08  -6.066539E-10  -1.009559E-10  -7.804060E-11   3.331699E-06   1.704978E-07  -2.269402E-08   1.077097E-09   1.936792E-10
  11.900   4.132409E-06   7.394594E-08  -1.571186E-10  -1.247442E-10  -6.820952E-11   2.702407E-06   1.432145E-07  -1.797319E-08   8.400674E-10   1.525301E-10
  12.000   3.294243E-06   6.458291E-08   9.650110E-11  -1.304213E-10  -5.858529E-11   2.179120E-06   1.195710E-07  -1.417512E-08   6.524889E-10   1.198290E-10
  12.100   2.610737E-06   5.580871E-08   2.243675E-10  -1.250923E-10  -4.954830E-11   1.746346E-06   9.918375E-08  -1.112802E-08   5.044350E-10   9.387727E-11
  12.200   2.056536E-06   4.771577E-08   2.745462E-10  -1.136683E-10  -4.132458E-11   1.390573E-06   8.171001E-08  -8.691926E-09   3.879707E-10   7.331758E-11
  12.300   1.609903E-06   4.036707E-08   2.792227E-10  -9.944215E-11  -3.402619E-11   1.099982E-06   6.683529E-08  -6.752344E-09   2.967285E-10   5.706408E-11
  12.400   1.252247E-06   3.379480E-08   2.593631E-10  -8.453369E-11  -2.768349E-11   8.642422E-07   5.426700E-08  -5.215339E-09   2.255842E-10   4.424711E-11
  12.500   9.677307E-07   2.800244E-08   2.281624E-10  -7.023065E-11  -2.227054E-11   6.743555E-07   4.373128E-08  -4.003727E-09   1.704068E-10   3.416949E-11
  12.600   7.429354E-07   2.296884E-08   1.935529E-10  -5.724489E-11  -1.772503E-11   5.225198E-07   3.497207E-08  -3.054073E-09   1.278646E-10   2.627199E-11
  12.700   5.665594E-07   1.865338E-08   1.599965E-10  -4.590223E-11  -1.396342E-11   4.020175E-07   2.775147E-08  -2.314303E-09   9.527336E-11   2.010594E-11
  12.800   4.291520E-07   1.500136E-08   1.297404E-10  -3.628033E-11  -1.089221E-11   3.071088E-07   2.185054E-08  -1.741775E-09   7.047537E-11   1.531145E-11
  12.900   3.228704E-07   1.194915E-08   1.036755E-10  -2.830663E-11  -8.416020E-12   2.329320E-07   1.707013E-08  -1.301701E-09   5.174257E-11   1.160008E-11
  13.000   2.412584E-07   9.428760E-09   8.190871E-11  -2.182600E-11  -6.443043E-12   1.754070E-07   1.323140E-08  -9.658383E-10   3.769772E-11   8.740958E-12
  13.100   1.790460E-07   7.371539E-09   6.413173E-11  -1.664606E-11  -4.888566E-12   1.311420E-07   1.017588E-08  -7.113878E-10   2.724962E-11   6.549687E-12
  13.200   1.319681E-07   5.711108E-09   4.984985E-11  -1.256616E-11  -3.676870E-12   9.734528E-08   7.765049E-09  -5.200674E-10   1.953954E-11   4.879380E-12
  13.300   9.660387E-08   4.385417E-09   3.851668E-11  -9.394862E-12  -2.742025E-12   7.174160E-08   5.879441E-09  -3.773224E-10   1.389679E-11   3.613428E-12
  13.400   7.023321E-08   3.338078E-09   2.960764E-11  -6.959380E-12  -2.027883E-12   5.249502E-08   4.417376E-09  -2.716557E-10   9.801743E-12   2.659632E-12
  13.500   5.071273E-08   2.519072E-09   2.265508E-11  -5.109782E-12  -1.487534E-12   3.813876E-08   3.293434E-09  -1.940598E-10   6.855335E-12   1.945432E-12
  13.600   3.636841E-08   1.884968E-09   1.726071E-11  -3.719767E-12  -1.082461E-12   2.751243E-08   2.436754E-09  -1.375381E-10   4.753799E-12   1.414020E-12
  13.700   2.590433E-08   1.398764E-09   1.309537E-11  -2.685446E-12  -7.815237E-13   1.970694E-08   1.789270E-09  -9.670358E-11   3.268075E-12   1.021175E-12
  13.800   1.832614E-08   1.029479E-09   9.892599E-12  -1.923051E-12  -5.599059E-13   1.401694E-08   1.303967E-09  -6.744609E-11   2.227077E-12   7.326832E-13
  13.900   1.287748E-08   7.515792E-10   7.439670E-12  -1.366183E-12  -3.980938E-13   9.900268E-09   9.432106E-10  -4.665815E-11   1.504260E-12   5.222474E-13
  14.000   8.988020E-09   5.443355E-10   5.568433E-12  -9.630003E-13  -2.809339E-13   6.944132E-09   6.772178E-10  -3.201217E-11   1.006946E-12   3.697927E-13
  14.100   6.231362E-09   3.911475E-10   4.146820E-12  -6.735783E-13  -1.967971E-13   4.837088E-09   4.826715E-10  -2.178098E-11   6.679337E-13   2.601029E-13
  14.200   4.291421E-09   2.788957E-10   3.071566E-12  -4.675500E-13  -1.368590E-13   3.346287E-09   3.415111E-10  -1.469495E-11   4.389846E-13   1.817290E-13
  14.300   2.935839E-09   1.973393E-10   2.262186E-12  -3.220860E-13  -9.449530E-14   2.299186E-09   2.398908E-10  -9.829609E-12   2.858207E-13   1.261208E-13
  14.400   1.995219E-09   1.385787E-10   1.656110E-12  -2.202101E-13  -6.478405E-14   1.569044E-09   1.673032E-10  -6.518138E-12   1.843316E-13   8.694149E-14
  14.500   1.347072E-09   9.658963E-11   1.204823E-12  -1.494291E-13  -4.410461E-14   1.063567E-09   1.158515E-10  -4.284139E-12   1.177319E-13   5.953098E-14
  14.600   9.035394E-10   6.682709E-11   8.708126E-13  -1.006398E-13  -2.981895E-14   7.161138E-10   7.965839E-11  -2.790483E-12   7.445487E-14   4.048880E-14
  14.700   6.021082E-10   4.589850E-11   6.251765E-13  -6.727292E-14  -2.002285E-14   4.789661E-10   5.438989E-11  -1.800863E-12   4.661254E-14   2.735302E-14
  14.800   3.986464E-10   3.129699E-11   4.457395E-13  -4.463133E-14  -1.335411E-14   3.182376E-10   3.687956E-11  -1.151227E-12   2.888126E-14   1.835519E-14
  14.900   2.622417E-10   2.118836E-11   3.155718E-13  -2.938708E-14  -8.846851E-15   2.100584E-10   2.483464E-11  -7.287745E-13   1.770561E-14   1.223495E-14
  15.000   1.714079E-10   1.424341E-11   2.218223E-13  -1.920316E-14  -5.822023E-15   1.377490E-10   1.660954E-11  -4.566934E-13   1.073609E-14   8.101084E-15
  15.100   1.113243E-10   9.507854E-12   1.547980E-13  -1.245277E-14  -3.806239E-15   8.974568E-11   1.103334E-11  -2.831853E-13   6.436649E-15   5.328327E-15
